lemma,inferred,segmentation,member1,member1_category,member1_subcategory,member2,member2_category,member2_subcategory,analysis_count,member_count
Τριτογενής,0,Τριτο+γενής,Τρίτων?,n,n-stem,γίγνομαι,v,thematic,1,2
τυμβόχοος,0,τυμβό+χοος,τύμβος,n,thematic,χέω,v,thematic,1,2
ὑλοτόμος,0,ὑλο+τόμος,ὕλη,n,-ā/a,τέμνω,v,thematic,1,2
ὑπάλυξις,0,ὑπ+άλυξις,ὑπό,r,,ἀλύσκω,v,thematic,1,2
ὑπασπίδιος,0,ὑπ+ασπίδιος,ὑπό,r,,ἀσπίς,n,C-stem,1,2
ὑπείροχος,0,ὑπείρ+οχος,ὑπέρ,r,,ἔχω,v,thematic,1,2
ὑπερβασία,0,ὑπερ+βασία,ὑπέρ,r,,βαίνω,v,thematic,1,2
ὑπερβασία,0,ὑπερ+βασία,ὑπέρ,r,,βαίνω,v,thematic,1,2
ὑπέρβιος,0,ὑπέρ+βιος,ὑπέρ,r,,βία,n,-ā/a,1,2
ὑπέρθυμος,0,ὑπέρ+θυμος,ὑπέρ,r,,θυμός,n,thematic,1,2
ὑπερμενής,0,ὑπερ+μενής,ὑπέρ,r,,μένος,n,s-stem,1,2
ὑπέρμορος,0,ὑπέρ+μορος,ὑπέρ,r,,μείρομαι,v,thematic,1,2
ὑπέροπλος,0,ὑπέρ+οπλος,ὑπέρ,r,,ὅπλον,n,thematic,1,2
ὑπερφίαλος,0,ὑπερ+φίαλος,ὑπέρ,r,,φύη?,n,-ā/a,1,2
ὑποδεξία,0,ὑπο+δεξία,ὑπό,r,,δέχομαι,v,thematic,1,2
ὑπόδρα,0,ὑπό+δρα,ὑπό,r,,δέρκομαι,v,thematic,1,2
Ὑποθήβας,0,Ὑπο+θήβας,ὑπό,r,,Θῆβαι,n,-ā/a,1,2
Ὑποπλακία,0,Ὑπο+πλακία,ὑπό,r,,Πλάκος,n,thematic,1,2
ὑπόρρηνος,0,ὑπό+ρρηνος,ὑπό,r,,ἀρήν,n,n-stem,1,2
ὑπόσχεσις,0,ὑπό+σχεσις,ὑπό,r,,ἔχω,v,thematic,1,2
ὑποταρτάριος,0,ὑπο+ταρτάριος,ὑπό,r,,Τάρταρος,n,thematic,1,2
ὑπότροπος,0,ὑπό+τροπος,ὑπό,r,,τρέπω,v,thematic,1,2
ὑπουράνιος,0,ὑπ+ουράνιος,ὑπό,r,,οὐρανιος,n,thematic,1,2
ὑπόψιος,0,ὑπ+όψιος,ὑπό,r,,ὄψις,n,i-stem,1,2
ὑπώπιον,0,ὑπ+ώπιον,ὑπό,r,,ὤψ,n,C-stem,1,2
ὕπωρος,1,ὕπ+ωρος,ὑπό,r,,ὄρος,n,s-stem,1,2
ὑπωρόφιος,0,ὑπ+ωρόφιος,ὑπό,r,,ὀροφή,n,-ā/a,1,2
ὑφηνίοχος,0,ὑφ+ηνίοχος,ὑπό,r,,ἡνίοχος,n,thematic,1,3
ὑψερεφής,0,ὑψ+ερεφής,ὑπό,r,,ἐρέφω,v,thematic,1,2
Ὑψήνωρ,0,Ὑψ+ήνωρ,ὕψι,d,,ἀνήρ,n,r-stem,1,2
ὑψηρεφής,0,ὑψ+ηρεφής,ὕψι,d,,ἐρέφω,v,thematic,1,2
ὑψηχής,0,ὑψ+ηχής,ὕψι,d,,ἦχος,n,s-stem,1,2
ὑψιβρεμέτης,0,ὑψι+βρεμέτης,ὕψι,d,,βρέμω,v,thematic,1,2
ὑψικάρηνος,0,ὑψι+κάρηνος,ὕψι,d,,κάρηνον,n,thematic,1,2
ὑψίκομος,0,ὑψί+κομος,ὕψι,d,,κόμη,n,-ā/a,1,2
ὑψιπέτηλος,0,ὑψι+πέτηλος,ὕψι,d,,πέτομαι,v,thematic,1,2
ὑψιπέτης,0,ὑψι+πέτης,ὕψι,d,,πέτομαι,v,thematic,1,2
ὑψίπυλος,0,ὑψί+πυλος,ὕψι,d,,πύλη,n,-ā/a,1,2
ὑψόροφος,0,ὑψ+όροφος,ὕψι,d,,ἐρέφω,v,thematic,1,2
φαεσίμβροτος,0,φαεσί+μβροτος,φάε,v,?,βροτός,n,thematic,1,2
Φαίνοψ,0,Φαίν+οψ,φαίνω,v,thematic,ὄψ,n,C-stem,1,2
φασσοφόνος,0,φασσο+φόνος,φάσσα,n,-ā/a,θείνω,v,thematic,1,2
Φείδιππος,0,Φείδι+ππος,φείδω,v,thematic,ἴππος,n,thematic,1,2
Φερεκλέης,1,Φερε+κλέης,φέρω,v,thematic,κλέος,n,s-stem,1,2
φθισήνωρ,0,φθισ+ήνωρ,φθίνω,v,thematic,ἀνήρ,n,r-stem,1,2
φιλοκτέανος,0,φιλο+κτέανος,φίλος,a,thematic,κτέανον,n,thematic,2,2
φιλοκτέανος,0,φιλο+κτέανος,φιλέω,v,thematic,κτέανον,n,thematic,2,2
Φιλοκτήτης,0,Φιλο+κτήτης,φίλος,a,thematic,κτάομαι?,v,thematic,1,2
φιλομειδής,0,φιλο+μειδής,φίλος,a,thematic,μεῖδος?,n,s-stem,2,2
φιλομειδής,0,φιλο+μειδής,φιλέω,v,thematic,μεῖδος?,n,s-stem,2,2
φιλοπτόλεμος,0,φιλο+πτόλεμος,φίλος,a,thematic,πόλεμος,n,thematic,2,2
φιλοπτόλεμος,0,φιλο+πτόλεμος,φιλέω,v,thematic,πόλεμος,n,thematic,2,2
φιλόφρων,1,φιλό+φρων,φίλος,a,thematic,φρήν,n,n-stem,2,2
φιλόφρων,1,φιλό+φρων,φιλέω,v,thematic,φρήν,n,n-stem,2,2
φιλοψευδής,0,φιλο+ψευδής,φίλος,a,thematic,ψεῦδος,n,s-stem,2,2
φιλοψευδής,0,φιλο+ψευδής,φιλέω,v,thematic,ψεῦδος,n,s-stem,2,2
Φυλομέδων,0,Φυλο+μέδων,φύλη,n,-ā/a,μέδω,v,thematic,1,2
φυσίζοος,0,φυσί+ζοος,φύω,v,thematic,ζέα,n,-ā/a,1,2
χαλκεοθώρηξ,0,χαλκεο+θώρηξ,χαλκεός,a,thematic,θώρηξ,n,C-stem,1,2
χαλκεόφωνος,0,χαλκεό+φωνος,χαλκεός,a,thematic,φωνή,n,-ā/a,1,2
χαλκήρης,0,χαλκ+ήρης,χαλκός,n,thematic,ἀραρίσκω,v,thematic,1,2
χαλκοβαρής,0,χαλκο+βαρής,χαλκός,n,thematic,βαρύς,a,u-stem,1,2
χαλκοβατής,0,χαλκο+βατής,χαλκός,n,thematic,βαίνω,v,thematic,1,2
χαλκογλώχις,0,χαλκο+γλώχις,χαλκός,n,thematic,γλωχίς,n,n-stem,1,2
χαλκοκνήμις,0,χαλκο+κνήμις,χαλκός,n,thematic,κνημίς,n,C-stem,1,2
χαλκοκορυστής,0,χαλκο+κορυστής,χαλκός,n,thematic,κορύσσω,v,thematic,1,2
χαλκοπάρῃος,0,χαλκο+πάρῃος,χαλκός,n,thematic,παρειά,n,thematic,1,2
χαλκόπους,0,χαλκό+πους,χαλκός,n,thematic,ποῦς,n,C-stem,1,2
χαλκότυπος,0,χαλκό+τυπος,χαλκός,n,thematic,τύπος,n,thematic,1,2
χαλκοχίτων,0,χαλκο+χίτων,χαλκός,n,thematic,χίτων,n,n-stem,1,2
Χαλκώδων,1,Χαλκ(ο+ό)δων,χαλκός,n,thematic,ὀδών,n,n-stem,1,2
χειμάρροος,0,χειμά+ρροος,χεῖμα,n,n-stem,ῥέω,v,thematic,1,2
Χερσιδάμας,0,Χερσι+δάμας,χείρ,n,r-stem,δαμάζω,v,thematic,1,2
χοροιτυπος,0,χοροι+τυπος,χορός,n,thematic,τύπτω,v,thematic,1,2
χρυσάμπυξ,0,χρυσ+άμπυξ,χρυσός,n,thematic,ἄμπυξ,n,C-stem,1,2
χρυσαόρος,0,χρυσ+αόρος,χρυσός,n,thematic,ἄορ,n,r-stem,1,2
χρυσάωρ,0,χρυσ+άωρ,χρυσός,n,thematic,ἄορ,n,r-stem,1,2
χρυσηλάκατος,0,χρυσ+ηλάκατος,χρυσός,n,thematic,ἠλάκατα,n,thematic,1,2
Χρυσόθεμις,0,Χρυσό+θεμις,χρυσός,n,thematic,θέμις,n,i-stem,1,2
χρυσόθρονος,0,χρυσό+θρονος,χρυσός,n,thematic,θρόνος/θρόνον,n,thematic,1,2
χρυσόπτερος,0,χρυσό+πτερος,χρυσός,n,thematic,πτέρυξ,n,C-stem,1,2
ψευδάγγελος,0,ψευδ+άγγελος,ψεύδος,a,s-stem,ἄγγελος,n,thematic,1,2
ὠκύαλος,0,ὠκύ+αλος,ὠκύς,a,u-stem,ἄλς?,n,l-stem,1,2
ὠκύμορος,0,ὠκύ+μορος,ὠκύς,a,u-stem,μείρομαι,v,thematic,1,2
ὠκυπέτης,0,ὠκυ+πέτης,ὠκύς,a,u-stem,πέτομαι,v,thematic,1,2
ὠκύπορος,0,ὠκύ+πορος,ὠκύς,a,u-stem,πορεύω,v,thematic,1,2
ὠκύπους,0,ὠκύ+πους,ὠκύς,a,u-stem,ποῦς,n,C-stem,1,2
ὠκύπτερος,0,ὠκύ+πτερος,ὠκύς,a,u-stem,πτέρυξ,n,C-stem,1,2
ὠκύροος,0,ὠκύ+ροος,ὠκύς,a,u-stem,ῥέω,v,thematic,1,2
ὠμογέρων,0,ὠμο+γέρων,ὠμός,a,thematic,γέρων,n,n-stem,1,2
ὠμοφάγος,0,ὠμο+φάγος,ὠμός,a,thematic,φαγεῖν,v,thematic,1,2
